date,admin1,admin2,market,latitude,longitude,category,commodity,unit,priceflag,pricetype,currency,price,usdprice
#date,#adm1+name,#adm2+name,#loc+market+name,#geo+lat,#geo+lon,#item+type,#item+name,#item+unit,#item+price+flag,#item+price+type,#currency,#value,#value+usd
2020-02-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,9.92,0.6338
2020-02-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,6.67,0.4261
2020-02-15,,,National Average,,,"meat, fish and eggs",Eggs,Unit,actual,Retail,EGP,1.65,0.1054
2020-02-15,,,National Average,,,"meat, fish and eggs","Meat (beef, without bones)",KG,actual,Retail,EGP,125.87,8.0414
2020-02-15,,,National Average,,,"meat, fish and eggs","Meat (chicken, frozen)",KG,actual,Retail,EGP,28.21,1.8022
2020-02-15,,,National Average,,,milk and dairy,Cheese,KG,actual,Retail,EGP,27.02,1.7262
2020-02-15,,,National Average,,,milk and dairy,Cheese (picon),8 pcs,actual,Retail,EGP,9.74,0.6223
2020-02-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,14.01,0.8951
2020-02-15,,,National Average,,,oil and fats,Ghee (natural),KG,actual,Retail,EGP,107.23,6.8506
2020-02-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,28.46,1.8182
2020-02-15,,,National Average,,,oil and fats,Oil (mixed),800 G,actual,Retail,EGP,20.72,1.3237
2020-02-15,,,National Average,,,oil and fats,Oil (sunflower),800 G,actual,Retail,EGP,23.38,1.4937
2020-02-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,33.42,2.1351
2020-02-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,21.68,1.3851
2020-03-15,,,National Average,,,cereals and tubers,Pasta,KG,actual,Retail,EGP,8.07,0.5164
2020-03-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,8.62,0.5516
2020-03-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,9.92,0.6347
2020-03-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,6.67,0.4268
2020-03-15,,,National Average,,,"meat, fish and eggs",Eggs,Unit,actual,Retail,EGP,1.65,0.1056
2020-03-15,,,National Average,,,"meat, fish and eggs","Meat (beef, without bones)",KG,actual,Retail,EGP,128.59,8.2279
2020-03-15,,,National Average,,,milk and dairy,Cheese,KG,actual,Retail,EGP,27.02,1.7289
2020-03-15,,,National Average,,,milk and dairy,Cheese (picon),8 pcs,actual,Retail,EGP,9.74,0.6232
2020-03-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,14.01,0.8964
2020-03-15,,,National Average,,,oil and fats,Ghee (natural),KG,actual,Retail,EGP,107.23,6.8612
2020-03-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,28.46,1.821
2020-03-15,,,National Average,,,oil and fats,Oil (mixed),800 G,actual,Retail,EGP,20.72,1.3258
2020-03-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,33.83,2.1646
2020-03-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,22.56,1.4435
2020-03-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,actual,Retail,EGP,7.22,0.462
2020-04-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,8.86,0.5623
2020-04-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,9.92,0.6296
2020-04-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,6.67,0.4233
2020-04-15,,,National Average,,,"meat, fish and eggs",Eggs,Unit,actual,Retail,EGP,1.65,0.1047
2020-04-15,,,National Average,,,"meat, fish and eggs","Meat (beef, without bones)",KG,actual,Retail,EGP,134.33,8.5254
2020-04-15,,,National Average,,,milk and dairy,Cheese,KG,actual,Retail,EGP,27.02,1.7148
2020-04-15,,,National Average,,,milk and dairy,Cheese (picon),8 pcs,actual,Retail,EGP,9.74,0.6182
2020-04-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,14.01,0.8892
2020-04-15,,,National Average,,,oil and fats,Ghee (natural),KG,actual,Retail,EGP,107.23,6.8054
2020-04-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,28.46,1.8062
2020-04-15,,,National Average,,,oil and fats,Oil (mixed),800 G,actual,Retail,EGP,20.72,1.315
2020-04-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,33.99,2.1572
2020-04-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,23.56,1.4953
2020-04-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,actual,Retail,EGP,7.93,0.5033
2020-05-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,8.26,0.5258
2020-05-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,9.92,0.6315
2020-05-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,6.67,0.4246
2020-05-15,,,National Average,,,"meat, fish and eggs",Eggs,Unit,actual,Retail,EGP,1.65,0.105
2020-05-15,,,National Average,,,"meat, fish and eggs","Meat (beef, without bones)",KG,actual,Retail,EGP,135.68,8.6369
2020-05-15,,,National Average,,,"meat, fish and eggs","Meat (chicken, frozen)",KG,actual,Retail,EGP,31.19,1.9854
2020-05-15,,,National Average,,,milk and dairy,Cheese,KG,actual,Retail,EGP,27.02,1.72
2020-05-15,,,National Average,,,milk and dairy,Cheese (picon),8 pcs,actual,Retail,EGP,9.74,0.62
2020-05-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,14.01,0.8918
2020-05-15,,,National Average,,,oil and fats,Ghee (natural),KG,actual,Retail,EGP,107.23,6.8259
2020-05-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,28.46,1.8117
2020-05-15,,,National Average,,,oil and fats,Oil (mixed),800 G,actual,Retail,EGP,20.72,1.319
2020-05-15,,,National Average,,,oil and fats,Oil (sunflower),800 G,actual,Retail,EGP,23.38,1.4883
2020-05-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,33.21,2.114
2020-05-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,18.16,1.156
2020-06-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,8.19,0.5069
2020-06-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,9.96,0.6164
2020-06-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,6.61,0.4091
2020-06-15,,,National Average,,,"meat, fish and eggs",Eggs,Unit,actual,Retail,EGP,1.56,0.0965
2020-06-15,,,National Average,,,"meat, fish and eggs","Meat (beef, without bones)",KG,actual,Retail,EGP,136.1,8.4233
2020-06-15,,,National Average,,,"meat, fish and eggs","Meat (chicken, frozen)",KG,actual,Retail,EGP,29.23,1.8091
2020-06-15,,,National Average,,,milk and dairy,Cheese,KG,actual,Retail,EGP,26.74,1.655
2020-06-15,,,National Average,,,milk and dairy,Cheese (picon),8 pcs,actual,Retail,EGP,9.74,0.6028
2020-06-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,14.01,0.8671
2020-06-15,,,National Average,,,oil and fats,Ghee (natural),KG,actual,Retail,EGP,106.22,6.574
2020-06-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,28.46,1.7614
2020-06-15,,,National Average,,,oil and fats,Oil (mixed),800 G,actual,Retail,EGP,20.72,1.2824
2020-06-15,,,National Average,,,oil and fats,Oil (sunflower),800 G,actual,Retail,EGP,23.38,1.447
2020-06-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,32.98,2.0412
2020-06-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,21.28,1.317
2020-07-15,,,National Average,,,cereals and tubers,Pasta,KG,actual,Retail,EGP,8.21,0.5154
2020-07-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,8.64,0.5424
2020-07-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,9.88,0.6202
2020-07-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,6.54,0.4105
2020-07-15,,,National Average,,,"meat, fish and eggs",Eggs,Unit,actual,Retail,EGP,1.54,0.0967
2020-07-15,,,National Average,,,"meat, fish and eggs","Meat (beef, without bones)",KG,actual,Retail,EGP,136.66,8.5788
2020-07-15,,,National Average,,,"meat, fish and eggs","Meat (chicken, frozen)",KG,actual,Retail,EGP,28.86,1.8117
2020-07-15,,,National Average,,,milk and dairy,Cheese,KG,actual,Retail,EGP,27.14,1.7037
2020-07-15,,,National Average,,,milk and dairy,Cheese (picon),8 pcs,actual,Retail,EGP,9.74,0.6114
2020-07-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,14.01,0.8795
2020-07-15,,,National Average,,,oil and fats,Ghee (natural),KG,actual,Retail,EGP,106.34,6.6755
2020-07-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,28.46,1.7866
2020-07-15,,,National Average,,,oil and fats,Oil (mixed),800 G,actual,Retail,EGP,20.72,1.3007
2020-07-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,32.24,2.0239
2020-07-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,21.86,1.3723
2020-07-15,,,National Average,,,vegetables and fruits,Onions (red),KG,actual,Retail,EGP,5.79,0.3635
2020-08-15,,,National Average,,,cereals and tubers,Pasta,KG,actual,Retail,EGP,8.3,0.5229
2020-08-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,8.77,0.5525
2020-08-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,9.77,0.6155
2020-08-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,6.66,0.4195
2020-08-15,,,National Average,,,"meat, fish and eggs",Eggs,Unit,actual,Retail,EGP,1.55,0.0976
2020-08-15,,,National Average,,,"meat, fish and eggs","Meat (beef, without bones)",KG,actual,Retail,EGP,135.23,8.5189
2020-08-15,,,National Average,,,"meat, fish and eggs","Meat (chicken, frozen)",KG,actual,Retail,EGP,26.29,1.6561
2020-08-15,,,National Average,,,milk and dairy,Cheese,KG,actual,Retail,EGP,27.39,1.7254
2020-08-15,,,National Average,,,milk and dairy,Cheese (picon),8 pcs,actual,Retail,EGP,9.74,0.6136
2020-08-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,13.98,0.8807
2020-08-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,28.46,1.7928
2020-08-15,,,National Average,,,oil and fats,Oil (mixed),800 G,actual,Retail,EGP,20.65,1.3009
2020-08-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,31.79,2.0026
2020-08-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,23.03,1.4508
2020-08-15,,,National Average,,,vegetables and fruits,Onions (red),KG,actual,Retail,EGP,5.34,0.3364
2020-09-15,,,National Average,,,cereals and tubers,Pasta,KG,actual,Retail,EGP,8.3,0.5273
2020-09-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,8.8,0.5591
2020-09-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,9.68,0.615
2020-09-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,6.6,0.4193
2020-09-15,,,National Average,,,"meat, fish and eggs",Eggs,Unit,actual,Retail,EGP,1.54,0.0978
2020-09-15,,,National Average,,,"meat, fish and eggs","Meat (beef, without bones)",KG,actual,Retail,EGP,135.42,8.6037
2020-09-15,,,National Average,,,"meat, fish and eggs","Meat (chicken, frozen)",KG,actual,Retail,EGP,25.14,1.5972
2020-09-15,,,National Average,,,milk and dairy,Cheese,KG,actual,Retail,EGP,27.49,1.7465
2020-09-15,,,National Average,,,milk and dairy,Cheese (picon),8 pcs,actual,Retail,EGP,9.74,0.6188
2020-09-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,13.97,0.8876
2020-09-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,28.46,1.8082
2020-09-15,,,National Average,,,oil and fats,Oil (mixed),800 G,actual,Retail,EGP,20.64,1.3113
2020-09-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,31.71,2.0147
2020-09-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,26.47,1.6817
2020-09-15,,,National Average,,,vegetables and fruits,Onions (red),KG,actual,Retail,EGP,5.49,0.3488
2020-10-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,8.73,0.5571
2020-10-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,9.53,0.6081
2020-10-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,6.59,0.4205
2020-10-15,,,National Average,,,"meat, fish and eggs",Eggs,Unit,actual,Retail,EGP,1.56,0.0995
2020-10-15,,,National Average,,,"meat, fish and eggs","Meat (beef, without bones)",KG,actual,Retail,EGP,134.32,8.5711
2020-10-15,,,National Average,,,"meat, fish and eggs","Meat (chicken, frozen)",KG,actual,Retail,EGP,25.92,1.654
2020-10-15,,,National Average,,,milk and dairy,Cheese,KG,actual,Retail,EGP,27.64,1.7637
2020-10-15,,,National Average,,,milk and dairy,Cheese (picon),8 pcs,actual,Retail,EGP,9.77,0.6234
2020-10-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,13.93,0.8889
2020-10-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,28.46,1.8161
2020-10-15,,,National Average,,,oil and fats,Oil (mixed),800 G,actual,Retail,EGP,20.68,1.3196
2020-10-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,31.38,2.0024
2020-10-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,28.69,1.8307
2020-10-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,actual,Retail,EGP,6.88,0.439
2020-11-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,8.6,0.5502
2020-11-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,9.52,0.609
2020-11-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,6.62,0.4235
2020-11-15,,,National Average,,,"meat, fish and eggs",Eggs,Unit,actual,Retail,EGP,1.56,0.0998
2020-11-15,,,National Average,,,"meat, fish and eggs","Meat (beef, without bones)",KG,actual,Retail,EGP,133.7,8.5532
2020-11-15,,,National Average,,,"meat, fish and eggs","Meat (chicken, frozen)",KG,actual,Retail,EGP,25.37,1.623
2020-11-15,,,National Average,,,milk and dairy,Cheese,KG,actual,Retail,EGP,27.76,1.7759
2020-11-15,,,National Average,,,milk and dairy,Cheese (picon),8 pcs,actual,Retail,EGP,9.76,0.6244
2020-11-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,13.93,0.8911
2020-11-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,28.57,1.8277
2020-11-15,,,National Average,,,oil and fats,Oil (mixed),800 G,actual,Retail,EGP,20.66,1.3217
2020-11-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,31.44,2.0113
2020-11-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,29.88,1.9115
2020-11-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,actual,Retail,EGP,11.49,0.735
2020-12-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,8.17,0.5201
2020-12-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,9.49,0.6041
2020-12-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,6.71,0.4271
2020-12-15,,,National Average,,,"meat, fish and eggs",Eggs,Unit,actual,Retail,EGP,1.55,0.0987
2020-12-15,,,National Average,,,"meat, fish and eggs","Meat (beef, without bones)",KG,actual,Retail,EGP,133.49,8.4973
2020-12-15,,,National Average,,,milk and dairy,Cheese,KG,actual,Retail,EGP,27.73,1.7652
2020-12-15,,,National Average,,,milk and dairy,Cheese (picon),8 pcs,actual,Retail,EGP,9.76,0.6213
2020-12-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,13.94,0.8873
2020-12-15,,,National Average,,,oil and fats,Ghee (natural),KG,actual,Retail,EGP,106.98,6.8098
2020-12-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,28.89,1.839
2020-12-15,,,National Average,,,oil and fats,Oil (mixed),800 G,actual,Retail,EGP,20.71,1.3183
2020-12-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,31.33,1.9943
2020-12-15,,,National Average,,,pulses and nuts,Lentils,KG,actual,Retail,EGP,18.63,1.1859
2020-12-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,31.24,1.9886
2021-01-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,7.22,0.4617
2021-01-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,9.49,0.6068
2021-01-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,6.71,0.4291
2021-01-15,,,National Average,,,"meat, fish and eggs",Eggs,Unit,actual,Retail,EGP,1.59,0.1017
2021-01-15,,,National Average,,,"meat, fish and eggs","Meat (beef, without bones)",KG,actual,Retail,EGP,133.51,8.5371
2021-01-15,,,National Average,,,milk and dairy,Cheese,KG,actual,Retail,EGP,27.73,1.7732
2021-01-15,,,National Average,,,milk and dairy,Cheese (picon),8 pcs,actual,Retail,EGP,9.76,0.6241
2021-01-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,13.94,0.8914
2021-01-15,,,National Average,,,oil and fats,Ghee (natural),KG,actual,Retail,EGP,107.57,6.8784
2021-01-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,29.13,1.8627
2021-01-15,,,National Average,,,oil and fats,Oil (mixed),800 G,actual,Retail,EGP,20.92,1.3377
2021-01-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,31.26,1.9989
2021-01-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,32.83,2.0993
2021-01-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,actual,Retail,EGP,4.21,0.2692
2021-02-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,3.27,0.2102
2021-02-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,9.49,0.61
2021-02-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,7.6,0.4885
2021-02-15,,,National Average,,,"meat, fish and eggs",Eggs,Unit,actual,Retail,EGP,1.6,0.1028
2021-02-15,,,National Average,,,"meat, fish and eggs","Meat (beef, without bones)",KG,actual,Retail,EGP,133.29,8.5672
2021-02-15,,,National Average,,,milk and dairy,Cheese,KG,actual,Retail,EGP,27.77,1.7849
2021-02-15,,,National Average,,,milk and dairy,Cheese (picon),8 pcs,actual,Retail,EGP,9.84,0.6325
2021-02-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,13.97,0.8979
2021-02-15,,,National Average,,,oil and fats,Ghee (natural),KG,actual,Retail,EGP,108.88,6.9982
2021-02-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,30.57,1.9649
2021-02-15,,,National Average,,,oil and fats,Oil (mixed),800 G,actual,Retail,EGP,20.99,1.3491
2021-02-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,30.01,1.9289
2021-02-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,34.92,2.2445
2021-02-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,actual,Retail,EGP,3.49,0.2243
2021-03-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,3.89,0.248
2021-03-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,9.51,0.6063
2021-03-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,7.66,0.4884
2021-03-15,,,National Average,,,"meat, fish and eggs",Eggs,Unit,actual,Retail,EGP,1.6,0.102
2021-03-15,,,National Average,,,"meat, fish and eggs","Meat (beef, without bones)",KG,actual,Retail,EGP,133.37,8.5029
2021-03-15,,,National Average,,,milk and dairy,Cheese,KG,actual,Retail,EGP,27.89,1.7781
2021-03-15,,,National Average,,,milk and dairy,Cheese (picon),8 pcs,actual,Retail,EGP,9.83,0.6267
2021-03-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,13.92,0.8875
2021-03-15,,,National Average,,,oil and fats,Ghee (natural),KG,actual,Retail,EGP,108.32,6.9059
2021-03-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,31.44,2.0044
2021-03-15,,,National Average,,,oil and fats,Oil (mixed),800 G,actual,Retail,EGP,21.53,1.3726
2021-03-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,29.28,1.8667
2021-03-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,29.69,1.8929
2021-03-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,actual,Retail,EGP,3.62,0.2308
2021-04-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,4.33,0.2769
2021-04-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,9.51,0.6081
2021-04-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,7.66,0.4898
2021-04-15,,,National Average,,,"meat, fish and eggs",Eggs,Unit,actual,Retail,EGP,1.6,0.1023
2021-04-15,,,National Average,,,"meat, fish and eggs","Meat (beef, without bones)",KG,actual,Retail,EGP,133.87,8.5595
2021-04-15,,,National Average,,,milk and dairy,Cheese,KG,actual,Retail,EGP,28.21,1.8037
2021-04-15,,,National Average,,,milk and dairy,Cheese (picon),8 pcs,actual,Retail,EGP,9.83,0.6285
2021-04-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,13.92,0.89
2021-04-15,,,National Average,,,oil and fats,Ghee (natural),KG,actual,Retail,EGP,108.42,6.9323
2021-04-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,31.85,2.0365
2021-04-15,,,National Average,,,oil and fats,Oil (mixed),800 G,actual,Retail,EGP,21.81,1.3945
2021-04-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,28.51,1.8229
2021-04-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,30.79,1.9687
2021-04-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,actual,Retail,EGP,4.19,0.2679
2021-05-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,4.96,0.3174
2021-05-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,9.51,0.6085
2021-05-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,7.66,0.4901
2021-05-15,,,National Average,,,"meat, fish and eggs",Eggs,Unit,actual,Retail,EGP,1.6,0.1024
2021-05-15,,,National Average,,,"meat, fish and eggs","Meat (beef, without bones)",KG,actual,Retail,EGP,133.98,8.5727
2021-05-15,,,National Average,,,milk and dairy,Cheese,KG,actual,Retail,EGP,28.29,1.8101
2021-05-15,,,National Average,,,milk and dairy,Cheese (picon),8 pcs,actual,Retail,EGP,9.83,0.629
2021-05-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,13.92,0.8907
2021-05-15,,,National Average,,,oil and fats,Ghee (natural),KG,actual,Retail,EGP,108.75,6.9584
2021-05-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,31.85,2.0379
2021-05-15,,,National Average,,,oil and fats,Oil (mixed),800 G,actual,Retail,EGP,21.81,1.3955
2021-05-15,,,National Average,,,oil and fats,Oil (sunflower),800 G,actual,Retail,EGP,26.99,1.727
2021-05-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,28.08,1.7967
2021-05-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,32.68,2.091
2021-06-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,5.01,0.3205
2021-06-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,9.49,0.6072
2021-06-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,7.64,0.4888
2021-06-15,,,National Average,,,"meat, fish and eggs",Eggs,Unit,actual,Retail,EGP,1.61,0.103
2021-06-15,,,National Average,,,"meat, fish and eggs","Meat (beef, without bones)",KG,actual,Retail,EGP,133.99,8.5728
2021-06-15,,,National Average,,,milk and dairy,Cheese,KG,actual,Retail,EGP,28.46,1.8209
2021-06-15,,,National Average,,,milk and dairy,Cheese (picon),8 pcs,actual,Retail,EGP,9.84,0.6296
2021-06-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,13.92,0.8906
2021-06-15,,,National Average,,,oil and fats,Ghee (natural),KG,actual,Retail,EGP,108.77,6.9592
2021-06-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,32.24,2.0627
2021-06-15,,,National Average,,,oil and fats,Oil (mixed),800 G,actual,Retail,EGP,21.97,1.4057
2021-06-15,,,National Average,,,oil and fats,Oil (sunflower),800 G,actual,Retail,EGP,27.42,1.7544
2021-06-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,27.78,1.7774
2021-06-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,32.01,2.048
2021-07-15,,,National Average,,,cereals and tubers,Pasta,KG,actual,Retail,EGP,8.81,0.5622
2021-07-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,6.86,0.4378
2021-07-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,9.09,0.5801
2021-07-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,7.66,0.4888
2021-07-15,,,National Average,,,"meat, fish and eggs",Eggs,Unit,actual,Retail,EGP,1.62,0.1034
2021-07-15,,,National Average,,,"meat, fish and eggs","Meat (beef, without bones)",KG,actual,Retail,EGP,135.18,8.6262
2021-07-15,,,National Average,,,"meat, fish and eggs","Meat (chicken, frozen)",KG,actual,Retail,EGP,32.19,2.0541
2021-07-15,,,National Average,,,milk and dairy,Cheese,KG,actual,Retail,EGP,28.77,1.8359
2021-07-15,,,National Average,,,milk and dairy,Cheese (picon),8 pcs,actual,Retail,EGP,10.02,0.6394
2021-07-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,13.92,0.8883
2021-07-15,,,National Average,,,oil and fats,Ghee (natural),KG,actual,Retail,EGP,108.78,6.9415
2021-07-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,32.7,2.0867
2021-07-15,,,National Average,,,oil and fats,Oil (mixed),800 G,actual,Retail,EGP,21.97,1.402
